FNAME,LNAME,GENDER,TELNO,BIRTHDATE,IDNUMBER,CITY,TOWN
GÖKÇE,YARAR,F,5511072074,2004-08-24,38267273434,HATAY,KUMLU
İMADEDDİN,DESTEGÜL,M,5561559031,1999-05-01,65060886136,IZMIR,SEFERIHISAR
EKİN,BEDER,F,5570154783,1990-08-11,36530253364,BOLU,MENGEN
ÇIGIL,ŞELİMAN,F,5447878836,1936-04-28,74415124733,SAKARYA,FERIZLI
OLCAY,SAYGIN,F,5355211976,1979-01-10,57575298276,MALATYA,DOGANYOL
FEDAİ,BÜLBÜL,M,5562591537,1942-02-23,89837772401,AFYONKARAHISAR,BASMAKÇI
VAHİDE,GÖZAÇAN,F,5380707417,1988-09-14,84520712544,BURSA,ORHANELI
GAMZE,BALABAN,F,5415030193,1938-03-06,77485934938,USAK,GÖLBASI
NAZAN,ÇETİN,F,5471531135,1940-02-24,64717962328,BURSA,ORHANELI
MİRZA,TALAS,M,5537929434,1991-02-15,14712373271,ERZURUM,ÇAT
SEMA,UĞUZ,F,5414556333,1939-02-13,56786787510,BINGÖL,MERKEZ
DÜRDANE,KUCUR TÜLÜBAŞ,F,5548039826,1934-11-17,13969005210,ADANA,TUFANBEYLI
YEŞİM,KABACAOĞLU,F,5418383360,1994-06-28,56651555229,KASTAMONU,TASKÖPRÜ
DENİZ,YILDIZ,F,5399020258,1933-06-13,61069355175,MALATYA,YAZIHAN
ATA,GÜMÜŞ,M,5331237817,2022-01-17,34007052186,IZMIR,MENEMEN
HUD,ŞAHİN,M,5401366771,1979-06-15,38179316110,SINOP,DURAGAN
CANEL,BARBAROS,F,5547117086,2022-04-07,65416709486,ANKARA,SINCAN
REİS,AKIN,M,5407732447,1994-10-08,82566537721,SIIRT,SIRVAN
GÜLDESTE,BEKTAŞ,F,5571466759,1990-05-13,81800713920,BALIKESIR,HAVRAN
ERGÜN,KARAKILIÇ,M,5417773433,2008-08-24,60235464680,AYDIN,MERKEZ
VECİT,KÜÇÜKGÖNCÜ,M,5565190904,1994-10-07,24175879276,ISTANBUL,ÜSKÜDAR
HAMMAD,EREN,M,5497690486,1940-05-26,32706580807,KAYSERI,YESILHISAR
GÜLPEMBE,ÇOLAK,F,5534340980,2006-09-19,31763865984,KILIS,POLATELI
MUHAMMED,CANTÜRK,M,5439067461,2022-03-06,87122820448,KONYA,HALKAPINAR
İNAYETULLAH,KARÇİN,M,5486537430,1961-10-21,70507587268,SAMSUN,TEKKEKÖY
NECCAR,SALTÜRK,M,5414175288,2021-10-08,61292007523,IZMIR,BAYRAKLI
FURKAN,KÖKSAL,M,5322924912,1963-08-03,54503470322,AKSARAY,SARIYAHSI
MÜREN,YILDIRIM,M,5571255192,1938-07-18,45220557087,VAN,GEVAS
AÇELYA,ÇEVİK,F,5432331724,1936-11-10,49273301387,GÜMÜSHANE,TORUL
GÜRCAN,KÖKSOY,F,5489430991,2004-11-04,12495270798,MALATYA,MERKEZ
KEVSER,KIZMAZOĞLU,F,5542173612,1997-05-21,78897543218,MERSIN,TOROSLAR
FEYYAZ,GÖKSOY,M,5517334433,1948-01-22,20261287390,KIRIKKALE,ÇELEBI
DANİŞMEND,SAVAŞ,M,5438609400,1944-04-13,72989945203,KÜTAHYA,TAVSANLI
MEMUN,TUNÇAY,M,5422061265,1942-12-03,23004059714,ARTVIN,SAVSAT
GÜNEŞ,BAĞCIK,F,5564091109,1981-01-16,67816468931,AKSARAY,AGAÇÖREN
ÖZNUR,CİNDEMİR,F,5331904364,1950-04-25,51082849027,KIRSEHIR,KAMAN
RİFAT,AKSUN,M,5328650483,1964-12-14,59091091283,SANLIURFA,MERKEZ
NEBİ,ÖZDEMİR,M,5566263700,1930-10-20,15448625638,ÇANKIRI,ATKARACALAR
İŞIK,KADAK,F,5308134156,1950-02-06,87861862753,SAKARYA,KARASU
ALPEREN,YAKAR,M,5359569236,2007-11-01,84695523673,ERZINCAN,KEMAH
VİLDAN,KÖYLÜ,F,5398706136,1978-09-02,88733376962,KAYSERI,MELIKGAZI
GÖKBEN,ATAY,F,5432319081,1989-08-20,54466255836,BURSA,GÜRSU
ESEN,TOPAL,F,5363294086,2013-12-22,64312094707,ÇANKIRI,BAYRAMÖREN
FUZULİ,TEKİŞ,M,5310301281,1949-01-14,53724865613,MUGLA,DALAMAN
UHRA,KABA,F,5365073611,1953-06-14,60961410774,BURDUR,MERKEZ
SEYMEN,AYDIN,M,5407049558,1953-05-08,75937180563,GIRESUN,SEBINKARAHISAR
HAYAL,YILDIRIM,F,5544769852,1985-03-01,78873161307,SAKARYA,KOCAALI
PERİ,GÖZCÜ,F,5314820979,1968-11-17,21826315062,ELAZIG,MERKEZ
SERTAÇ,KARSLI,M,5426556245,2018-08-27,24881742254,ISTANBUL,KAGITHANE
ÇİÇEK,YAMAN,F,5466842834,1948-06-21,18106710147,SAMSUN,LADIK
VESİLE,ÖNEY KURNAZ,F,5520873405,2011-01-07,53384481059,BARTIN,ULUS
RAHŞAN,ÖZTÜRK,F,5543127887,1932-01-10,78885122324,ERZURUM,ASKALE
FERİDE,ÖZÇELİK ORAL,F,5305378101,1960-06-07,58881995322,ERZURUM,OLTU
GÖKŞİN,SEVER,F,5459980533,1960-09-05,17790331762,ADIYAMAN,ÇELIKHAN
GÜNAY,AKYOL,F,5491763094,1997-02-22,48019529796,ELAZIG,AGIN
KADI,YEŞİLDAĞER,M,5455214728,1935-11-17,53121961051,GIRESUN,ALUCRA
EVŞEN,AYTAÇ,F,5426291302,2000-06-03,13284974357,AYDIN,MERKEZ
SADULLAH,YUMURTAŞ,M,5370588591,1943-03-10,71110842310,YALOVA,TERMAL
NERGİS,BÜKÜLMEZ,F,5465158291,1976-02-17,30016048567,BINGÖL,GENÇ
ZAMİR,AKYOL,M,5448536072,1965-07-25,74527321704,SIVAS,DIVRIGI
FUAT,IŞIK,M,5344914230,1996-05-30,43453142461,DIYARBAKIR,DICLE
YEKTA,ALTUN,M,5512629740,2017-10-19,58686669974,DIYARBAKIR,ÇÜNGÜS
EYMEN,ANIK,M,5514494869,1966-11-13,32255209231,ANTALYA,GÖLBASI
ORHAN,GÜLER,M,5456220766,1942-05-10,86546506079,VAN,MURADIYE
ATAULLAH,ÖZMEN,M,5568534299,1932-12-18,69465466081,SAMSUN,ONDOKUZMAYIS
CÜNEYT,ALTUN,M,5394768758,1954-11-20,74007177491,KONYA,SELÇUKLU
EKMEL,CAMCI,M,5487722614,1977-04-12,85189837159,SAMSUN,ONDOKUZMAYIS
KEŞŞAF,ATASOY,M,5599955387,1942-11-22,60233332595,BALIKESIR,HAVRAN
FULDEM,ERBAŞ,F,5397735422,2012-07-13,62127209621,KÜTAHYA,MERKEZ
MECNUN,AYDIN,M,5546533491,1964-02-29,45628695444,SIIRT,BAYKAN
KADI,YEŞİLDAĞER,M,5355652304,1997-07-21,23853153275,NEVSEHIR,DERINKUYU
ŞEMSİ,AL,M,5586615138,1944-02-26,18285898205,MERSIN,ERDEMLI
BURAK,ŞATIROĞLU,M,5364926634,2009-03-26,13886940175,ESKISEHIR,SIVRIHISAR
NİYAZİ,SERİN,M,5569134928,1949-06-26,31296713849,AYDIN,KARACASU
İMRAN,ALUÇLU,F,5379737026,1985-01-15,76647671389,KONYA,GÖLBASI
VİLDAN,KÖYLÜ,F,5479751242,1974-01-07,80789821443,VAN,GÖLBASI
ŞECAEDDİN,ÖZÜAK,M,5578260751,2015-04-04,64635168436,BARTIN,AMASRA
HÜSEYİN,BALSAK,M,5514552148,2021-04-18,17703909405,AYDIN,DIDIM
HANDAN,YASA,F,5330470273,1942-05-11,48189471139,VAN,ÇALDIRAN
NABİ,TÜFENK,M,5521328985,1998-01-06,23276692508,SIVAS,AKINCILAR
BADE,AKSEL,F,5431020033,1979-03-30,39247724483,HATAY,REYHANLI
DUYGU,ÖĞÜT AYDIN,F,5503333063,1959-08-22,79076574871,GAZIANTEP,OGUZELI
İNAYETULLAH,KARÇİN,M,5311899859,1933-10-19,20228151733,BURSA,ORHANELI
BEŞER,SÜL,M,5500337720,1962-07-01,45999306656,AKSARAY,ORTAKÖY
KAMURAN,ÜSTÜN,F,5304444895,1977-02-06,30752437263,ANTALYA,KONYAALTI
ADNAN,METE,M,5380508574,1976-10-01,82414510198,ÇANAKKALE,BAYRAMIÇ
CANER,AKIN,M,5358588013,1975-12-30,76298421455,ISTANBUL,EYÜP
RUHSAR,DEMİREL,F,5542209268,1940-08-29,50515435296,AKSARAY,GÜLAGAÇ
NEHİR,BAYSOY,F,5395990255,1936-01-20,22334351814,ELAZIG,MADEN
PERVİN,ÇETEMEN,F,5326694098,1931-07-02,40819193609,ANKARA,PURSAKLAR
KADEM,YILMAZ,M,5546935483,1935-01-27,74229520265,ANKARA,ELMADAG
CEM,GÖKALP,M,5579284425,1964-10-09,67536730470,DIYARBAKIR,YENISEHIR
EVŞEN,AYTAÇ,F,5322781802,1976-04-19,63219078710,ÇANKIRI,MERKEZ
LİDA,ATAY,F,5489868305,2021-05-03,25252641208,AFYONKARAHISAR,BOLVADIN
DİLAN,ADANIR,F,5499349040,2015-05-13,12670622736,YALOVA,ALTINOVA
ANAR,ERDEM,F,5367687805,1941-05-09,81889287096,KÜTAHYA,SAPHANE
MÜREN,YILDIRIM,M,5394554986,1996-06-04,62631289376,ISPARTA,MERKEZ
OLCAY,SAYGIN,F,5529738940,1996-07-06,79762653517,ISTANBUL,KADIKÖY
FADİME,ÖZKURT PÜRCÜ,F,5476501524,1956-03-14,66538166874,AGRI,DIYADIN
İMADEDDİN,DESTEGÜL,M,5347147069,1990-11-21,53510430585,ORDU,AKKUS
HATİP,TOLA,M,5498316400,2018-09-15,75422545896,ADANA,KARAISALI
NURAL,EROL,F,5416037998,2018-10-31,27274251982,TUNCELI,MAZGIRT
YELİZ,UYGUR,F,5441833395,2016-04-27,13436915530,EDIRNE,IPSALA
ARIN,ÇAY,F,5361400093,2001-08-16,72996065342,MERSIN,GÖLBASI
ALİCAN,KESİM,M,5365672732,1979-06-21,12032647424,AKSARAY,ESKIL
HİŞAM,BAŞARAN,M,5449716595,1939-11-19,62417356871,ADANA,SEYHAN
RIZA,ŞAİR,M,5332592380,1988-02-15,46460798697,GIRESUN,ÇANAKÇI
OĞUZ,BAL,M,5571830405,2015-05-26,89457392747,ADANA,TUFANBEYLI
BAHADIR,BEYOĞLU,M,5441582321,2009-12-05,10797969262,SANLIURFA,SIVEREK
HANİ,TOPRAK,M,5494477427,1956-06-19,15651609747,KONYA,DERBENT
İSMAİL(İB),BAZ,M,5307502428,2012-08-13,17972608588,AYDIN,NAZILLI
MERT,GENÇPINAR,M,5365601692,1970-10-27,51617783627,MALATYA,HEKIMHAN
NUAYM,KAYA,M,5396164165,1966-07-07,17205980870,TUNCELI,ÇEMISGEZEK
TURGUT,ŞEN GÖKÇEİMAM,M,5410576634,2009-10-08,70100101494,ELAZIG,AGIN
NEFİ,KAYA,M,5479182819,1952-06-06,77073244565,ZONGULDAK,ÇAYCUMA
ECMEL,SEVİNÇ,M,5453895498,2006-12-12,75668372163,ORDU,MESUDIYE
PELİNSU,AZAK,F,5433919492,1963-03-17,76306807108,AFYONKARAHISAR,SANDIKLI
ERTUĞRUL,MUMCUOĞLU,M,5507118830,1970-12-05,67446998106,MUS,BULANIK
SEHER,İLKAY,F,5364252883,2019-10-08,39019155970,BOLU,YENIÇAGA
NURGÜL,KAYA,F,5445689986,1945-08-06,40716807507,KAHRAMANMARAS,NURHAK
NEŞAT,MUTLU,M,5584772491,1985-08-28,69160049343,AMASYA,MERZIFON
ZİVER,GÖRKEM,M,5442288371,1951-07-03,55288372634,VAN,ÇATAK
TANJU,ÇAĞLAR,M,5424189533,1997-09-28,60136093822,KAYSERI,BÜNYAN
MESTAN,AKKAYA,M,5390358685,1959-02-25,72946248427,ESKISEHIR,INÖNÜ
DİLAVER,KAYA,M,5340716654,1966-11-08,85747783038,ÇANKIRI,BAYRAMÖREN
TUTKU,EKİZ,F,5405270037,2021-01-31,51543697671,ISPARTA,MERKEZ
NAZLI,OFLAZ,F,5324800674,1930-11-11,71559008002,AYDIN,KARACASU
ZÜBEYDE,SALMAN SEVER,F,5365280485,1995-05-21,38971999791,ANKARA,AKYURT
BATU,NUHVEREN,M,5341749515,1976-02-18,56815286418,ISPARTA,YENISARBADEMLI
ERGÜN,KARAKILIÇ,M,5437513250,2001-12-14,18994597955,ISPARTA,YALVAÇ
BEDİR,AVCIOĞLU,M,5438862513,1964-01-24,84770599891,ISTANBUL,AVCILAR
MÜBEŞŞİR,UYSAL,M,5494469584,2021-06-13,46304249357,ISTANBUL,PENDIK
TEKİN,SARI,M,5309166924,1986-11-15,10249905399,MERSIN,SILIFKE
MÜKERREM,AKDENİZ,M,5597613296,1972-10-18,75057098596,IGDIR,KARAKOYUNLU
ZEYD,BAKAN,M,5495281628,1954-01-18,24930290560,MUS,MERKEZ
RAHŞAN,ÖZTÜRK,F,5334605025,1971-01-15,88591006216,KÜTAHYA,DUMLUPINAR
GÜL,TUTAŞ,F,5482265142,1981-07-08,76525253634,MUGLA,MILAS
TURAN,MERTOL,M,5461285326,1980-03-17,48326579026,KONYA,DERBENT
TUTKU,EKİZ,F,5408485973,2016-04-01,14926933159,BALIKESIR,SINDIRGI
SEVİL,ERCAN,F,5451166109,1990-11-21,83413019374,DÜZCE,GÜMÜSOVA
CEREN,ALDİNÇ,F,5347235887,1969-06-21,43808422899,DIYARBAKIR,SILVAN
FEDA,BAHÇECİ,M,5391898658,1997-10-19,14921402033,SAKARYA,ARIFIYE
HALUK,OLGAÇ,M,5438109030,2015-03-13,25866514263,TRABZON,ARAKLI
NUMAN,GÜNBEY,M,5580832742,1987-09-05,19786286835,EDIRNE,HAVSA
NEVİN,KARA,F,5581165035,1952-04-09,46832793252,AMASYA,HAMAMÖZÜ
HAŞİM,IŞIKALAN,M,5370966490,2005-01-19,19533171107,AGRI,TUTAK
HASEKİ,ŞAHİN,M,5485768185,2009-02-13,35912332608,BURSA,ORHANGAZI
DANİŞMEND,SAVAŞ,M,5313644095,2001-12-27,78064079940,KASTAMONU,CIDE
HAŞİM,IŞIKALAN,M,5395579349,1934-04-25,75322158504,ERZINCAN,OTLUKBELI
CEYLİN,ALMACIOĞLU,F,5426078467,2020-12-06,86470332989,NEVSEHIR,HACIBEKTAS
FARİS,KÖSE,M,5360910422,1937-10-05,69621920803,IGDIR,TUZLUCA
CEVHERİ,BAHÇEBAŞI,M,5449837463,1977-04-08,15027658403,ESKISEHIR,MIHALIÇÇIK
SERAP,EKER,F,5345663444,1945-08-02,89826023609,EDIRNE,SÜLOGLU
FERDA,YÜKSEL,F,5554495709,1974-02-02,86041139072,ÇANKIRI,SABANÖZÜ
ULVİYE,AYTEKİN,F,5572780703,1933-02-18,20157177084,ISTANBUL,SILIVRI
ÖYKÜ,POLAT ÇİÇEK,F,5399542701,1988-08-17,77859800997,SAKARYA,SAPANCA
GÜLRİZ,BULUT,F,5488829387,1940-04-26,48856953176,SANLIURFA,HARRAN
ÇİŞEM,KILIÇ,F,5460234932,2022-04-20,16656942538,TOKAT,ALMUS
SİMGE,ÖZEKLİ MISIRLIOĞLU,F,5505143095,1963-05-05,31322853202,USAK,BANAZ
ŞENGÜL,ASLANKARA,F,5333028853,2007-03-08,67957884014,KASTAMONU,TASKÖPRÜ
TAYLAN,BAYRAKTAROĞLU,M,5339660467,2013-10-11,20817822262,MARDIN,SAVUR
DERİN,AYDIN BADILLIOĞLU,F,5515145683,1953-01-10,45673009762,KASTAMONU,AZDAVAY
PEYAMİ,TAY,M,5408825298,1934-01-03,33712472895,DENIZLI,ÇAMELI
KAMELYA,ULUTAŞ,F,5579594769,1977-05-14,70772430950,KIRKLARELI,DEMIRKÖY
TURNA,DOĞAN,F,5417146212,1979-03-25,88747862417,BILECIK,INHISAR
ADEL,TÜTEN,F,5368941702,2019-04-27,37633233762,NEVSEHIR,HACIBEKTAS
VUSLAT,ÖZMEN SÜNER,F,5380954697,1991-02-16,18954674642,OSMANIYE,MERKEZ
RANA,YILDIRIM,F,5362237758,1954-08-16,38984353231,ÇANKIRI,ÇERKES
GÜLBEN,HAVAS,F,5490870970,1938-05-21,50821481009,ISTANBUL,BAKIRKÖY
ZEKİYE,SADİ AYKAN,F,5387266137,2004-03-22,36163149657,ÇORUM,BOGAZKALE
RUHSAR,DEMİREL,F,5469190298,1999-04-02,53021429833,ERZINCAN,MERKEZ
RECAİ,ÖZTÜRKERİ,M,5441522160,2007-02-22,88822388565,DIYARBAKIR,YENISEHIR
BEKİR,TOHUMOĞLU,M,5327311953,2015-05-05,82720815093,BINGÖL,KARLIOVA
MERYEM,USTA GÜÇ,F,5590622341,1979-03-17,54942918515,VAN,ÇALDIRAN
SİMGE,ÖZEKLİ MISIRLIOĞLU,F,5363379050,1989-07-09,40302056903,ISTANBUL,TUZLA
ELVAN,YILMAZ,F,5336421897,1987-05-22,18295340381,GAZIANTEP,ARABAN
ALİCAN,KESİM,M,5372488572,2006-07-31,23452219061,BINGÖL,ADAKLI
İLAYDA,KILIÇ YILDIRIM,F,5330580263,1959-11-10,15896407791,BINGÖL,KIGI
HALİL,YANCAR,M,5475437564,2009-08-15,59588937178,ISTANBUL,ÇATALCA
SALAHADDİN,MUMCUOĞLU,M,5466390928,1992-02-26,10616684766,KARABÜK,EFLANI
ŞİR,KARA,M,5323272033,1986-02-03,73823443154,BURDUR,MERKEZ
TUĞBA,DİNCER,F,5558143117,2005-04-21,68523716943,KAYSERI,SARIOGLAN
TUNAY,ÖZKAN,F,5550500984,1955-10-11,13584887995,IZMIR,BERGAMA
SİNAN,ÖZATEŞ,M,5312561325,1936-02-12,61400336758,HATAY,REYHANLI
HULUSİ,ÜREYEN,M,5365482567,1962-08-03,87293440167,ADANA,ALADAG
GÖZDE,ARSLAN KAŞDOĞAN,F,5568453978,1997-01-15,22989962044,ISTANBUL,KARTAL
BAHA,ERGİNTÜRK ACAR,M,5540584623,1950-03-26,37095941513,HATAY,KIRIKHAN
GAYE,KAYA,F,5537450731,1968-01-24,48073549477,SAKARYA,SÖGÜTLÜ
NEBİ,ÖZDEMİR,M,5515621736,1936-02-15,33386933454,KARS,SUSUZ
FERİHA,BABUŞ,F,5314823362,1946-12-17,86376334588,MARDIN,DERIK
AYSAR,BÜYÜKCAM,F,5578012199,1949-12-21,70163859327,YOZGAT,GÖLBASI
LEMİDE,GENÇPINAR,F,5458877075,1960-02-17,11065725701,SAKARYA,FERIZLI
MECDEDDİN,SÜRMEN AKYOL,M,5587015906,1937-03-30,87632872395,IZMIR,TORBALI
HAZIM,GÜRBÜZ,M,5392697363,1934-08-13,32291938296,KARABÜK,MERKEZ
VİLDAN,KÖYLÜ,F,5473905984,1930-06-22,57027908734,ADANA,FEKE
MECDEDDİN,SÜRMEN AKYOL,M,5461823785,1993-04-29,12558624511,IZMIR,TORBALI
SEREN,ÇIRAKOĞLU,F,5593101847,1954-09-18,62576655749,SAMSUN,ÇARSAMBA
MUAMMER,BAYRAKTAR,M,5315414442,1996-04-30,81116000011,IZMIR,BALÇOVA
MÜESSER,YILMAZ ÇİFTDOĞAN,F,5576143454,1961-12-06,47486840116,MUGLA,BODRUM
FAHRÜNİSSA,URFALI,F,5333225871,1951-03-06,81573987000,SIRNAK,BEYTÜSSEBAP
AÇELYA,ÇEVİK,F,5466722317,1987-10-23,56738422326,KARAMAN,ERMENEK
HÜSREV,ÖZDEMİR,M,5314772797,1944-02-07,74371057364,SAMSUN,ASARCIK
ELMAS,AYDOĞAN,F,5338217675,1998-12-25,56045038069,ELAZIG,MADEN
HİLAL,ALIMLI,F,5518149040,1967-03-13,52775011800,ADANA,SEYHAN
FARUK,AKIN,M,5527112738,1942-12-14,42125296291,KARABÜK,SAFRANBOLU
FALİH,ÇELİK,M,5388812679,1969-09-01,37127994726,BOLU,GEREDE
DÜNYA,KUŞKU,F,5382206750,1998-08-31,29559370054,USAK,ESME
MÜRSEL,MÜEZZİNOĞLU,M,5391238891,1964-06-17,59933571458,ELAZIG,AGIN
ENGİN,BOZOĞLAN,M,5486893377,2014-09-02,84019888820,ISTANBUL,ESENYURT
KAMELYA,ULUTAŞ,F,5491559839,1957-02-10,28633328850,MUS,HASKÖY
RAUF,ÖZMEN,M,5586217783,1974-06-06,54259339313,BITLIS,GÜROYMAK
HABİL,ŞAHİN,M,5474338564,2000-06-22,49550736508,ADANA,IMAMOGLU
ALPEREN,YAKAR,M,5351471469,2009-02-21,64250233417,ANKARA,PURSAKLAR
CANEL,BARBAROS,F,5397023322,1940-05-01,86965531732,ORDU,AKKUS
ENES,AKIN,M,5312771773,1946-07-28,39343454559,ANKARA,SINCAN
İZEL,ÇİPE,F,5306571878,1938-12-20,30960100210,ANTALYA,SERIK
HAMZA,MALÇOK,M,5421129140,1943-10-26,42169489425,BILECIK,OSMANELI
CİHANŞAH,SEVEN,M,5449545392,1991-01-12,73303516501,ADIYAMAN,SINCIK
AYKUT,DİLEK,M,5349272218,1979-04-12,30739547906,ADANA,YÜREGIR
FEYYAZ,GÖKSOY,M,5515997217,2004-06-29,82180085197,DENIZLI,AKKÖY
FERHAN,YÜCETÜRK,M,5379833576,1997-01-18,75523370724,KILIS,MERKEZ
ŞELALE,ÖZKAN,F,5388336297,2011-01-16,62448309319,IGDIR,TUZLUCA
SEVAL,SÖKER,F,5403375378,1979-03-08,17601707871,KIRKLARELI,VIZE
EKİN,BEDER,F,5351445695,1935-10-25,17072411316,SANLIURFA,CEYLANPINAR
TÜLAY,ŞAHİNER,F,5315997535,1997-03-09,69417395730,AKSARAY,AGAÇÖREN
NEŞET,DEMİRTAŞ,M,5514624956,2010-07-22,40457645674,KAHRAMANMARAS,NURHAK
CİVAN,KARACA,M,5330570271,2013-10-09,41602417327,BARTIN,AMASRA
MECDEDDİN,SÜRMEN AKYOL,M,5362195973,2023-01-14,74618046367,IGDIR,TUZLUCA
REŞİD,ÇAKIR,M,5469397075,1985-09-26,23970991107,EDIRNE,MERIÇ
AHENK,ERTEKİN,F,5350619833,1959-08-22,75991991928,TOKAT,RESADIYE
FEDA,BAHÇECİ,M,5332401887,1988-04-21,12204900961,BURDUR,ÇELTIKÇI
PERİ,GÖZCÜ,F,5307261681,2005-12-15,78296582837,KASTAMONU,IHSANGAZI
TURNA,DOĞAN,F,5354945790,2023-08-24,27441430908,DENIZLI,BABADAG
ÇAĞLA,KAYA,F,5303138398,1961-06-28,57939301591,ÇORUM,SUNGURLU
HANSA,BOZKURTER,F,5564864282,2000-10-08,83601347169,HAKKARI,ÇUKURCA
KISMET,ARSLAN,F,5447013970,1964-04-21,72655941914,KARABÜK,EFLANI
MUKTEDİ,BAKIRCI,M,5392518746,1955-06-18,24681055664,KONYA,HALKAPINAR
TURNA,DOĞAN,F,5405232929,1995-03-23,34539744654,ORDU,FATSA
CEVAT,CİMBEK,M,5355984263,1955-12-30,40403244837,KAYSERI,SARIZ
HUZEYFE,ÖZTÜRK,M,5433728171,2000-10-01,56450167843,YOZGAT,KADISEHRI
FEDA,BAHÇECİ,M,5592764384,1971-12-08,83395577454,HATAY,HASSA
YELİZ,UYGUR,F,5559086941,1974-01-21,48319366102,BURSA,KESTEL
BERVA,DOĞAN,F,5376596520,1991-03-05,10409732861,TUNCELI,HOZAT
SEVİL,ERCAN,F,5350443603,1965-03-22,30465844491,KOCAELI,GÖLCÜK
ŞENGÜL,ASLANKARA,F,5347382961,1943-11-26,54117798942,BINGÖL,ADAKLI
ŞERMİN,ÖZTÜRK,F,5433761854,2009-09-20,34651819426,KIRKLARELI,BABAESKI
CİHANŞAH,SEVEN,M,5366524495,1933-10-16,27682018546,ISTANBUL,SARIYER
MISRA,AYDINER,F,5522711514,1995-11-28,28380313955,KONYA,HÜYÜK
ŞİİR,AYHAN,F,5532577451,1957-08-02,65072827296,IZMIR,TIRE
SEYFİ,KALEM,M,5369010931,1983-07-30,86819919576,ISTANBUL,BEYOGLU
AMELYA,ORHON,F,5346433481,1943-12-21,29573861320,TRABZON,ÇAYKARA
FERAH,AKIN,F,5598752232,1948-02-19,49572775271,DIYARBAKIR,HANI
BADE,AKSEL,F,5464655897,2009-04-14,32925133634,YOZGAT,ÇANDIR
İNCİ,MUTLU,F,5370307087,1957-07-25,82757270726,SAMSUN,ASARCIK
NÜZHET,AVSEREN,M,5321174338,2011-06-02,11059721851,MANISA,DEMIRCI
ESVED,ATMIŞ,M,5339936447,2018-07-18,31083485667,KOCAELI,DERINCE
BALIN,KARAKUM,F,5451149723,2008-09-22,72493266142,AGRI,TASLIÇAY
AÇELYA,ÇEVİK,F,5449847353,1988-12-22,58351075491,AYDIN,BUHARKENT
ZÜLAL,SORGUN EVCİLİ,F,5588459385,1946-05-08,67219633399,GIRESUN,YAGLIDERE
ZERRİN,OKTAY,F,5377032547,1931-06-01,60391338053,SINOP,ERFELEK
BEŞER,SÜL,M,5518010227,1992-12-01,63444863434,SANLIURFA,SIVEREK
FERDA,YÜKSEL,F,5523981420,1944-03-07,59602292576,MALATYA,KULUNCAK
DÜRDANE,KUCUR TÜLÜBAŞ,F,5341121444,1940-12-31,71044780903,SAKARYA,SÖGÜTLÜ
HAKAN,GÜRBOSTAN,M,5441400597,1968-02-14,25439665424,AMASYA,MERZIFON
NİGAR,BİNBOĞA,F,5453542295,1941-07-22,21327039622,DÜZCE,ÇILIMLI
NUAYM,KAYA,M,5364700585,1992-08-15,49543082883,BURSA,MUSTAFAKEMALPASA
NEŞET,DEMİRTAŞ,M,5344502091,1935-12-18,80565021147,IZMIR,URLA
ŞABAN,SERBEST,M,5577918053,2019-07-25,88030257922,KARS,DIGOR
GÜLDESTE,BEKTAŞ,F,5394669288,1955-11-25,44841520996,ÇANKIRI,ATKARACALAR
BUĞRA,BALLI,M,5337268497,1932-04-23,65294284605,SAKARYA,KAYNARCA
KEREMŞAH,KARAALP,M,5380207222,1973-06-17,69867224265,NEVSEHIR,MERKEZ
ŞEBNEM,ERTÜRKLER,F,5568565035,1936-01-17,34678915373,ÇANAKKALE,GÖKÇEADA
HUZEYFE,ÖZTÜRK,M,5536925768,1962-09-03,29154341107,NEVSEHIR,HACIBEKTAS
ESVED,ATMIŞ,M,5402989324,2010-02-16,11838480399,KASTAMONU,ABANA
SEMRA,EVİK,F,5460495953,1934-12-09,31701243907,KONYA,AKÖREN
SUZAN,ÖZÇELİK,F,5353671911,1934-09-27,11327056701,BURSA,BÜYÜKORHAN
MELEK,ATAY,F,5571700018,1944-08-01,36509963929,ESKISEHIR,ODUNPAZARI
TANJU,ÇAĞLAR,M,5358915898,1938-07-16,17276381638,ANTALYA,GÜNDOGMUS
BENLİ,ULUÖZ,F,5495888175,1999-07-23,18603210005,KOCAELI,GEBZE
SEVGİ,ÇELİK,F,5557519898,1952-02-08,76812919941,ANTALYA,MANAVGAT
HAŞMET,ÖZDEMİR,M,5387011454,2020-12-30,37518943387,NIGDE,ULUKISLA
BAHA,ERGİNTÜRK ACAR,M,5366855460,1997-01-15,54741446339,ADANA,KARAISALI
OLCAY,SAYGIN,F,5598259374,1950-03-27,26380230801,ANTALYA,FINIKE
ÇELEBİ,ERGÜLÜ EŞMEN,M,5506695653,1944-12-02,60718285173,YOZGAT,ÇANDIR
AYREN,ÖZTÜRK,F,5521437555,1963-11-06,46635383974,ANTALYA,GÜNDOGMUS
VAKKAS,DEMİREL,M,5551384384,1950-10-23,63456702124,ORDU,ÇATALPINAR
TALAT,GÜNGÖR,M,5347264889,2012-03-29,40642702757,KONYA,HADIM
BERVA,DOĞAN,F,5531994088,1932-05-21,19727770970,ÇANAKKALE,GÖKÇEADA
VESİLE,ÖNEY KURNAZ,F,5363955432,1970-10-27,50945830685,MANISA,SOMA
